,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
1703,Chargé.e de projet écologue (H/F),2025-09-16 10:33:38.164000+00:00,CDI,1,  VANNES,47.658367,-2.760969,56000.0,56260.0,MUHALINK REPERE,"[{""code"": ""100015"", ""libelle"": ""Cadre réglementaire environnemental"", ""exigence"": ""S""}, {""code"": ""123609"", ""libelle"": ""Développement durable"", ""exigence"": ""S""}, {""code"": ""121263"", ""libelle"": ""Données techniques et réglementaires"", ""exigence"": ""S""}, {""code"": ""120439"", ""libelle"": ""Ecologie"", ""exigence"": ""S""}, {""code"": ""115914"", ""libelle"": ""Economie du développement durable"", ""exigence"": ""S""}, {""code"": ""123488"", ""libelle"": ""Etude d'impact environnemental"", ""exigence"": ""S""}, {""code"": ""491445"", ""libelle"": ""Ingénieur diplômé de l'institut polytechnique UniLaSalle spécialité génie de l'environnement"", ""exigence"": ""S""}, {""code"": ""514665"", ""libelle"": ""Master mention sciences pour l'environnement"", ""exigence"": ""S""}, {""code"": ""123724"", ""libelle"": ""Assurer le suivi des projets en cours"", ""exigence"": ""S""}, {""code"": ""119245"", ""libelle"": ""Collaborer avec une équipe projet"", ""exigence"": ""S""}, {""code"": ""117605"", ""libelle"": ""Communiquer efficacement avec les équipes et la direction"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""300085"", ""libelle"": ""Conduire des travaux d'études et de recherche"", ""exigence"": ""S""}, {""code"": ""300339"", ""libelle"": ""Contrôler et faire appliquer le respect de dispositions légales et réglementaires"", ""exigence"": ""S""}, {""code"": ""484820"", ""libelle"": ""Développer des partenariats avec des acteurs locaux"", ""exigence"": ""S""}, {""code"": ""508553"", ""libelle"": ""Gérer les dossiers réglementaires liés à l'environnement"", ""exigence"": ""S""}, {""code"": ""125772"", ""libelle"": ""Réaliser une étude d'impact environnemental"", ""exigence"": ""S""}, {""code"": ""508562"", ""libelle"": ""Rédiger des rapports sur la performance environnementale"", ""exigence"": ""S""}, {""code"": ""300188"", ""libelle"": ""Rédiger un cahier des charges, des spécifications techniques"", ""exigence"": ""S""}]"
1704,Ingénieur d'études (H/F),2025-09-05 17:16:34.562000+00:00,CDI,1,  THEGRA,44.820478,1.75675,46500.0,46317.0,ITOPP,"[{""code"": ""477116"", ""libelle"": ""Gestion de projets industriels"", ""exigence"": ""S""}, {""code"": ""477445"", ""libelle"": ""Planification de projet"", ""exigence"": ""S""}, {""code"": ""480504"", ""libelle"": ""Supervision d'équipe technique"", ""exigence"": ""S""}, {""code"": ""300440"", ""libelle"": ""Animer, coordonner une équipe"", ""exigence"": ""S""}, {""code"": ""300258"", ""libelle"": ""Contrôler la qualité et la conformité des process"", ""exigence"": ""S""}, {""code"": ""482958"", ""libelle"": ""Coordonner les équipes de projet"", ""exigence"": ""S""}, {""code"": ""490621"", ""libelle"": ""Expliquer et argumenter une intervention ou une solution technique au client"", ""exigence"": ""S""}, {""code"": ""300315"", ""libelle"": ""Identifier et sélectionner des fournisseurs, sous-traitants, prestataires"", ""exigence"": ""S""}, {""code"": ""484634"", ""libelle"": ""Optimiser les processus de gestion de projet"", ""exigence"": ""S""}, {""code"": ""402222"", ""libelle"": ""Organiser le déroulement du projet et structurer les différentes phases"", ""exigence"": ""S""}, {""code"": ""507521"", ""libelle"": ""Planifier les étapes du projet"", ""exigence"": ""S""}, {""code"": ""400476"", ""libelle"": ""Renseigner et tenir à jour des outils de suivi de l'activité (tableaux de bord de production, relevés d'incidents, qualité...)"", ""exigence"": ""S""}, {""code"": ""121931"", ""libelle"": ""Vérifier la conformité d'une réalisation avec un cahier des charges"", ""exigence"": ""S""}]"
1705,Chargé(e) de projets applicatifs (H/F),2025-10-09 11:54:11.915000+00:00,CDD,1,  FONTAINE,45.191814,5.688207,38600.0,38169.0,SCE DEPARTEMENTAL INCENDIE ET SECOURS,"[{""code"": ""120327"", ""libelle"": ""Analyser des données techniques pour optimiser les processus"", ""exigence"": ""S""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""S""}, {""code"": ""109818"", ""libelle"": ""Elaborer des solutions techniques et fonctionnelles"", ""exigence"": ""S""}, {""code"": ""120326"", ""libelle"": ""Recenser les besoins du commanditaire"", ""exigence"": ""S""}, {""libelle"": ""Connaissances des SGBDR (Oracle, mysql, sqlserve"", ""exigence"": ""E""}, {""libelle"": ""Anglais technique"", ""exigence"": ""E""}, {""libelle"": ""Technologiques Framework (jQuery et bootstrap)"", ""exigence"": ""E""}, {""libelle"": ""Technologies Web (Java, J2EE, PHP)"", ""exigence"": ""E""}, {""libelle"": ""Connaissances des principes FPT"", ""exigence"": ""E""}]"
1706,FL2025 - Développeur ERP (H/F),2025-10-07 11:23:44.819000+00:00,CDI,1,  ROMAGNAT,45.731072,3.102932,63540.0,63307.0,CKSQUARE,"[{""code"": ""403161"", ""libelle"": ""Anglais technique avancé, parlé, écrit"", ""exigence"": ""S""}, {""code"": ""109863"", ""libelle"": ""Architecture propriétaire"", ""exigence"": ""S""}, {""code"": ""119419"", ""libelle"": ""Echange de Données Informatisées (EDI)"", ""exigence"": ""S""}, {""code"": ""106861"", ""libelle"": ""Intégration de systèmes"", ""exigence"": ""E""}, {""code"": ""120803"", ""libelle"": ""Programmation logicielle"", ""exigence"": ""E""}, {""code"": ""106844"", ""libelle"": ""Règles de sécurité Informatique et Télécoms"", ""exigence"": ""E""}, {""code"": ""109791"", ""libelle"": ""Systèmes d'information de gestion"", ""exigence"": ""S""}, {""code"": ""113735"", ""libelle"": ""XML"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""E""}, {""code"": ""300188"", ""libelle"": ""Rédiger un cahier des charges, des spécifications techniques"", ""exigence"": ""E""}, {""code"": ""300019"", ""libelle"": ""Accompagner l'appropriation d'un outil par ses utilisateurs"", ""exigence"": ""E""}, {""code"": ""300492"", ""libelle"": ""Actualiser régulièrement ses connaissances"", ""exigence"": ""S""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""400707"", ""libelle"": ""Animer une démarche agile et innovante"", ""exigence"": ""S""}, {""code"": ""300477"", ""libelle"": ""Anticiper des dangers, problèmes ou besoins matériels et techniques"", ""exigence"": ""E""}, {""code"": ""402039"", ""libelle"": ""Anticiper les risques de cybersécurité"", ""exigence"": ""E""}, {""code"": ""300579"", ""libelle"": ""Communiquer auprès de ses interlocuteurs internes et externes"", ""exigence"": ""E""}, {""code"": ""300488"", ""libelle"": ""Concevoir et gérer un projet"", ""exigence"": ""E""}, {""code"": ""122277"", ""libelle"": ""Conduire un projet de développement"", ""exigence"": ""E""}, {""code"": ""400078"", ""libelle"": ""Définir et hiérarchiser les priorités en fonction des objectifs fixés"", ""exigence"": ""E""}, {""code"": ""300199"", ""libelle"": ""Développer un logiciel, un système d'informations, une application"", ""exigence"": ""E""}, {""code"": ""300442"", ""libelle"": ""Faciliter et créer les conditions de la coopération"", ""exigence"": ""S""}, {""code"": ""400408"", ""libelle"": ""Faciliter les projets et transformations"", ""exigence"": ""S""}, {""code"": ""404235"", ""libelle"": ""Gérer la production de livrables"", ""exigence"": ""S""}, {""code"": ""402191"", ""libelle"": ""Lire et interpréter des données et documents techniques, au besoin en anglais"", ""exigence"": ""E""}, {""code"": ""400192"", ""libelle"": ""Optimiser les processus de qualité pour assurer la fiabilité des logiciels"", ""exigence"": ""S""}, {""code"": ""300198"", ""libelle"": ""Paramétrer un logiciel, un outil, un système numérique"", ""exigence"": ""E""}, {""code"": ""400478"", ""libelle"": ""Piloter des évolutions ou des paramétrages à apporter aux composants"", ""exigence"": ""S""}, {""code"": ""300311"", ""libelle"": ""Piloter la performance et la rentabilité d'une activité ou d'un projet"", ""exigence"": ""S""}, {""code"": ""400320"", ""libelle"": ""Piloter le déploiement et l'intégration d'outils d'optimisation au sein des processus métiers"", ""exigence"": ""E""}, {""code"": ""121028"", ""libelle"": ""Planifier et suivre les échéances de projet"", ""exigence"": ""E""}, {""code"": ""300469"", ""libelle"": ""Préparer et animer une réunion, un groupe de travail, un atelier"", ""exigence"": ""S""}, {""code"": ""400145"", ""libelle"": ""Proposer des pistes d'amélioration des solutions"", ""exigence"": ""E""}, {""code"": ""126535"", ""libelle"": ""Réaliser des études et développements informatiques"", ""exigence"": ""E""}, {""code"": ""120451"", ""libelle"": ""Réaliser la mise en production de solutions logicielles dans un environnement d'exploitation"", ""exigence"": ""E""}, {""code"": ""109845"", ""libelle"": ""Réaliser un prototype de la solution technique pour validation par le donneur d'ordres (configuration type, ...)"", ""exigence"": ""S""}, {""code"": ""123967"", ""libelle"": ""Rédiger le contenu d'un support de communication"", ""exigence"": ""S""}, {""code"": ""300450"", ""libelle"": ""Respecter la confidentialité des informations"", ""exigence"": ""E""}, {""code"": ""115531"", ""libelle"": ""Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)"", ""exigence"": ""S""}, {""code"": ""300458"", ""libelle"": ""Structurer, synthétiser des informations"", ""exigence"": ""E""}]"
1708,Chargé / Chargée de projet traduction (H/F),2025-10-02 12:11:25.951000+00:00,CDI,1,  BRETIGNY SUR ORGE,48.611487,2.306043,91220.0,91103.0,PLANET TRADUCTION,"[{""code"": ""119434"", ""libelle"": ""Logiciels de traduction assistée par ordinateur (TAO)"", ""exigence"": ""S""}, {""code"": ""102478"", ""libelle"": ""Techniques de traduction"", ""exigence"": ""S""}, {""code"": ""114210"", ""libelle"": ""Contrôler les travaux de traduction et de terminologie (qualité, délai, relecture, correction)"", ""exigence"": ""E""}, {""code"": ""300409"", ""libelle"": ""Réaliser une traduction, transposer un texte"", ""exigence"": ""S""}]"
1709,ASSISTANT(E) DE RESPONSABLES DE PROJETS (H/F),2025-09-18 14:34:00.315000+00:00,CDI,1,  LIEVIN,50.421061,2.784795,62800.0,62510.0,TERRITOIRES SOIXANTE DEUX,"[{""code"": ""120246"", ""libelle"": ""Gestion de projet"", ""exigence"": ""E""}, {""code"": ""102226"", ""libelle"": ""Normes rédactionnelles"", ""exigence"": ""E""}, {""code"": ""100541"", ""libelle"": ""Techniques de communication orales, écrites et numériques"", ""exigence"": ""E""}, {""code"": ""126093"", ""libelle"": ""Techniques de prise de notes"", ""exigence"": ""E""}, {""code"": ""121718"", ""libelle"": ""Classer des documents"", ""exigence"": ""E""}, {""code"": ""118990"", ""libelle"": ""Elaborer des tableaux de bord"", ""exigence"": ""E""}, {""code"": ""300431"", ""libelle"": ""Mettre à jour un dossier, une base de données"", ""exigence"": ""E""}, {""code"": ""300408"", ""libelle"": ""Rédiger un rapport, un compte rendu d'activité"", ""exigence"": ""E""}, {""code"": ""300426"", ""libelle"": ""Utiliser les outils numériques"", ""exigence"": ""E""}]"
1710,Gestionnaire de Programme (H/F),2025-09-18 11:19:18.680000+00:00,CDI,1,  CUGNAUX,43.537148,1.345033,31270.0,31157.0,ACIA AERO TECHNICS CONVERSIONS & LEASING,"[{""libelle"": ""BAC+3 en aéronautique"", ""exigence"": ""E""}, {""libelle"": ""domaine aéronautique (notamment PART 21- PART 145"", ""exigence"": ""S""}, {""libelle"": ""Une maîtrise indispensable de l'anglais technique"", ""exigence"": ""E""}]"
1711,Chargé(e) de projet junior arabophone - Développement & Communica (H/F),2025-09-12 15:46:25.683000+00:00,CDD,1,  PARIS ,48.840813,2.388195,75012.0,75112.0,MANIFESTO,"[{""code"": ""480076"", ""libelle"": ""Connaissance des cultures et coutumes internationales"", ""exigence"": ""S""}, {""code"": ""102553"", ""libelle"": ""Linguistique"", ""exigence"": ""S""}, {""code"": ""102478"", ""libelle"": ""Techniques de traduction"", ""exigence"": ""S""}, {""code"": ""482419"", ""libelle"": ""Assurer la confidentialité des données"", ""exigence"": ""S""}, {""code"": ""300307"", ""libelle"": ""Assurer la gestion administrative et financière d'une activité"", ""exigence"": ""S""}, {""code"": ""505996"", ""libelle"": ""Assurer le respect des délais de livraison des traductions"", ""exigence"": ""S""}, {""code"": ""506004"", ""libelle"": ""Assurer une veille technologique pour améliorer les outils de traduction"", ""exigence"": ""S""}, {""code"": ""511217"", ""libelle"": ""Comprendre et utiliser des formats de fichiers multilingues"", ""exigence"": ""S""}, {""code"": ""506038"", ""libelle"": ""Contrôler la qualité des textes soumis"", ""exigence"": ""S""}, {""code"": ""114210"", ""libelle"": ""Contrôler les travaux de traduction et de terminologie (qualité, délai, relecture, correction)"", ""exigence"": ""S""}, {""code"": ""102915"", ""libelle"": ""Corriger les erreurs d'orthographe, de grammaire, de syntaxe, de typographie"", ""exigence"": ""S""}, {""code"": ""300406"", ""libelle"": ""Ecrire une ou plusieurs langues étrangères"", ""exigence"": ""S""}, {""code"": ""300118"", ""libelle"": ""Gérer une base documentaire"", ""exigence"": ""S""}, {""code"": ""506042"", ""libelle"": ""Négocier des contrats de traduction"", ""exigence"": ""S""}, {""code"": ""482875"", ""libelle"": ""Optimiser l'utilisation des ressources matérielles et humaines"", ""exigence"": ""S""}, {""code"": ""300411"", ""libelle"": ""Parler une ou plusieurs langues étrangères"", ""exigence"": ""S""}, {""code"": ""300409"", ""libelle"": ""Réaliser une traduction, transposer un texte"", ""exigence"": ""S""}, {""code"": ""117296"", ""libelle"": ""Rechercher des auteurs pour les traductions"", ""exigence"": ""S""}, {""code"": ""116994"", ""libelle"": ""Rédiger des rapports d'expertise clairs et détaillés"", ""exigence"": ""S""}, {""code"": ""114238"", ""libelle"": ""Réécrire du contenu ou modifier le style du texte"", ""exigence"": ""S""}, {""code"": ""506041"", ""libelle"": ""Réviser les traductions pour garantir leur qualité"", ""exigence"": ""S""}, {""code"": ""511115"", ""libelle"": ""Savoir gérer plusieurs projets ou activités simultanément"", ""exigence"": ""S""}, {""code"": ""506039"", ""libelle"": ""Traduire des documents techniques"", ""exigence"": ""S""}, {""code"": ""483680"", ""libelle"": ""Utiliser des logiciels de gestion de projet"", ""exigence"": ""S""}, {""code"": ""300426"", ""libelle"": ""Utiliser les outils numériques"", ""exigence"": ""S""}]"
1712,1 Chargé(e) de projets (H/F),2025-09-12 13:28:54.710000+00:00,CDI,1,  LINGOLSHEIM,48.55587,7.6822,67380.0,67267.0,ADAPEI PAPILLONS BLANCS SIÈGE,"[{""code"": ""102226"", ""libelle"": ""Normes rédactionnelles"", ""exigence"": ""S""}, {""code"": ""100541"", ""libelle"": ""Techniques de communication orales, écrites et numériques"", ""exigence"": ""S""}, {""code"": ""403785"", ""libelle"": ""Optimiser ou actualiser les process existants afin d'améliorer le fonctionnement du service de communication"", ""exigence"": ""S""}]"
1714,Responsable du pôle digitalisation et communication (H/F),2025-07-29 10:25:41.018000+00:00,CDI,1,  LA COURNEUVE,48.926674,2.389561,93120.0,93027.0,,"[{""code"": ""403117"", ""libelle"": ""Techniques d'ingénierie et de conduite de projets"", ""exigence"": ""E""}, {""code"": ""403575"", ""libelle"": ""Animer et encadrer les équipes (chargés de communication, graphistes, journalistes, attachés de presse…)"", ""exigence"": ""E""}, {""code"": ""403415"", ""libelle"": ""Définir, mettre en place et suivre une politique d'évaluation des actions de communication à travers des indicateurs de performance"", ""exigence"": ""E""}, {""code"": ""403785"", ""libelle"": ""Optimiser ou actualiser les process existants afin d'améliorer le fonctionnement du service de communication"", ""exigence"": ""E""}, {""code"": ""403784"", ""libelle"": ""Suivre les écarts du budget de communication par rapport au prévisionnel fixé en début d'année et assurer un reporting auprès de la direction générale"", ""exigence"": ""E""}, {""code"": ""405261"", ""libelle"": ""Utiliser des outils de communication numérique"", ""exigence"": ""E""}]"
1715,Futur technicien Pilotage des procédés (h/f) en alternance,2025-07-22 10:43:36.996000+00:00,CDD,1,  GRASSE,43.639739,6.912536,6130.0,6069.0,,"[{""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}, {""code"": ""123969"", ""libelle"": ""Proposer des améliorations pour optimiser les processus"", ""exigence"": ""S""}]"
1718,TECHNICIEN EVENEMENTS NON MATCH-DAY F/H (H/F),2025-10-07 10:20:42.858000+00:00,CDI,1,  PARIS ,48.86363,2.27642,75016.0,75116.0,SOCIETE D'EXPLOITATION SPORTS ET EVENEME,"[{""code"": ""300396"", ""libelle"": ""Développer et piloter un réseau d'organisations partenaires"", ""exigence"": ""S""}, {""code"": ""120608"", ""libelle"": ""Organiser et superviser l'approvisionnement, la logistique d'un événement"", ""exigence"": ""S""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""S""}]"
